date,open,high,low,close,volume
1/22/2022,1.000182,1.000941,1.000073,1.000158,90441827607
1/23/2022,1.000155,1.001008,1.000107,1.000491,57296666670
1/24/2022,1.000498,1.001062,1.000108,1.000439,88845381041
1/25/2022,1.000442,1.000902,1.000169,1.000604,58560287216
1/26/2022,1.000595,1.001117,1.00029,1.00063,70750980627
1/27/2022,1.000632,1.000859,1.000207,1.000344,53950927548
1/28/2022,1.000343,1.000723,1.000151,1.000345,50688257403
1/29/2022,1.00034,1.000633,1.000194,1.000362,39357192812
1/30/2022,1.000455,1.000607,1.000234,1.000341,35043713256
1/31/2022,1.000344,1.000677,1.000265,1.000485,45082693892
2/1/2022,1.000505,1.000741,1.000354,1.000426,43193864245
2/2/2022,1.000427,1.000664,1.000308,1.00038,44198324772
2/3/2022,1.00038,1.000762,1.000288,1.000386,41979444063
2/4/2022,1.000387,1.000994,1.000278,1.000563,59154422463
2/5/2022,1.000564,1.000807,1.000378,1.000595,50686325002
2/6/2022,1.000587,1.000829,1.000363,1.000679,40572292703
2/7/2022,1.000677,1.000853,1.000397,1.000555,64635714287
2/8/2022,1.000554,1.000991,1.000492,1.000619,72230569455
2/9/2022,1.000605,1.000999,1.000545,1.000744,53386706331
2/10/2022,1.00073,1.001054,1.000507,1.000726,77334791717
2/11/2022,1.00073,1.002683,1.000504,1.000722,66753002645
2/12/2022,1.00072,1.001073,1.000472,1.000601,49138854287
2/13/2022,1.000597,1.000864,1.000417,1.000456,41277090178
2/14/2022,1.000444,1.000865,1.000326,1.000513,48318327792
2/15/2022,1.000513,1.00074,1.000364,1.000585,53542330209
2/16/2022,1.0006,1.000699,1.00034,1.000397,48729582312
2/17/2022,1.000403,1.000601,1.000325,1.000515,59426477844
2/18/2022,1.000504,1.000707,1.000402,1.000559,52679060916
2/19/2022,1.000546,1.00077,1.000407,1.000576,37278604791
2/20/2022,1.000585,1.00079,1.000318,1.000408,45611091002
2/21/2022,1.000402,1.000874,1.000319,1.000502,72043746349
2/22/2022,1.000459,1.000844,1.000347,1.000704,60539262856
2/23/2022,1.000712,1.000961,1.000453,1.000498,54845607157
2/24/2022,1.000581,1.001025,1.000299,1.000636,1.07952E+11
2/25/2022,1.000641,1.001107,1.00034,1.000474,66025345539
2/26/2022,1.000486,1.000722,1.000291,1.000397,46708690534
2/27/2022,1.000393,1.00079,1.000266,1.000491,57257598779
2/28/2022,1.000507,1.001014,1.000223,1.000351,72330789600
3/1/2022,1.000359,1.000606,1.00018,1.000452,75388694286
3/2/2022,1.000452,1.000667,1.000243,1.000467,68076385283
3/3/2022,1.000473,1.000565,0.999958,1.000017,57033279685
3/4/2022,1.000015,1.000726,1,1.000197,61900652306
3/5/2022,1.000197,1.000381,1.000087,1.000275,39306054797
3/6/2022,1.000272,1.000545,1.000057,1.000244,43914369258
3/7/2022,1.000251,1.00057,1.00006,1.000123,61333826920
3/8/2022,1.00009,1.000591,1.000047,1.000282,55667916973
3/9/2022,1.000285,1.000497,1.000105,1.000294,67017876859
3/10/2022,1.000285,1.000666,1.000188,1.000565,65784999972
3/11/2022,1.00058,1.000637,1.000068,1.0002,58051333936
3/12/2022,1.000214,1.000372,1.000017,1.000081,38101124958
3/13/2022,1.000062,1.000367,1.000062,1.000199,42268710956
3/14/2022,1.00019,1.000381,1.000112,1.000219,52613345077
3/15/2022,1.000216,1.000503,1.000104,1.000334,52961395870
3/16/2022,1.000332,1.000501,1.000174,1.000435,74673285342
3/17/2022,1.000428,1.000618,1.000243,1.0005,52913216462
3/18/2022,1.00048,1.000897,1.000329,1.000483,64969319781
3/19/2022,1.000487,1.000769,1.000383,1.00051,58881848497
3/20/2022,1.000505,1.000738,1.000375,1.000427,57837125338
3/21/2022,1.000417,1.000541,1.000297,1.000347,64828148834
3/22/2022,1.00035,1.000707,1.000304,1.000337,71455738693
3/23/2022,1.00035,1.000701,1.000261,1.000409,68181581345
3/24/2022,1.000453,1.000667,1.000282,1.0006,77842904360
3/25/2022,1.000604,1.00063,1.000351,1.000406,64320675570
3/26/2022,1.000423,1.00054,1.00033,1.000361,39871932342
3/27/2022,1.000361,1.000606,1.000268,1.000376,59103680528
3/28/2022,1.000365,1.000651,1.000226,1.000412,86217871591
3/29/2022,1.000406,1.000662,1.00028,1.00045,80447404974
3/30/2022,1.000428,1.000574,1.000219,1.000278,79713341087
3/31/2022,1.000272,1.000734,1.0002,1.000304,90489848043
4/1/2022,1.000306,1.000639,1.000228,1.000358,92250507858
4/2/2022,1.000369,1.000523,1.000276,1.000344,79916606735
4/3/2022,1.000348,1.000681,1.000195,1.000273,67183096448
4/4/2022,1.000276,1.000451,1.000152,1.000228,79820905659
4/5/2022,1.000222,1.000437,1.000122,1.000194,71594982811
4/6/2022,1.000199,1.000465,1.000086,1.000155,92098510461
4/7/2022,1.000149,1.000492,1.000093,1.000262,61906251582
4/8/2022,1.000261,1.000547,1.000173,1.000288,64297486911
4/9/2022,1.000284,1.000581,1.000152,1.000372,40069848333
4/10/2022,1.000354,1.000568,1.00024,1.000292,43341611560
4/11/2022,1.000299,1.000607,1.000194,1.000348,73914574528
4/12/2022,1.000351,1.000552,1.000178,1.000435,68489224153
4/13/2022,1.000442,1.000442,1.000128,1.000275,57894656914
4/14/2022,1.000276,1.000416,1.000054,1.000127,52908937427
4/15/2022,1.00012,1.00044,1.00007,1.000239,42988969647
4/16/2022,1.000237,1.000392,1.00013,1.000296,35315439111
4/17/2022,1.000291,1.000436,1.000144,1.000314,40964576376
4/18/2022,1.000321,1.000504,1.000153,1.000218,68691204704
4/19/2022,1.000214,1.000419,1.000155,1.000343,57975539645
4/20/2022,1.000351,1.000596,1.000153,1.000202,66021482830
4/21/2022,1.000203,1.00049,1.000119,1.000157,77014328066
4/22/2022,1.000142,1.000366,1.000078,1.000234,60728483573
4/23/2022,1.000221,1.000382,1.000104,1.000228,38357597167
4/24/2022,1.000218,1.000446,1.000165,1.000344,39519383045
4/25/2022,1.000346,1.000393,1.000103,1.000145,73256647805
4/26/2022,1.000131,1.000265,1.00004,1.000073,69068297656
4/27/2022,1.000059,1.000284,1.000013,1.000153,61043327313
4/28/2022,1.000155,1.000292,1.000028,1.000191,68392086439
4/29/2022,1.0002,1.000238,0.999986,1.00002,67899674445
4/30/2022,1.000001,1.000251,0.99997,1.000155,57266339850
5/1/2022,1.000152,1.000374,1.000099,1.000113,61420362842
5/2/2022,1.0001,1.000281,0.999926,0.999955,63751566652
5/3/2022,0.999952,1.000233,0.999902,1.000045,52924035065
5/4/2022,1.000021,1.000142,0.99994,1.000038,72222517203
5/5/2022,1.000039,1.000197,0.99992,0.999988,85679638685
5/6/2022,0.99999,1.000215,0.999916,0.999982,81327879764
5/7/2022,0.999971,1.000049,0.999774,0.999921,57202594793
5/8/2022,0.999919,1.000063,0.99974,0.999854,77900163502
5/9/2022,0.99987,1.000134,0.99977,0.999909,1.2071E+11
5/10/2022,0.999945,1.000134,0.999709,0.999791,1.28692E+11
5/11/2022,0.99979,0.999996,0.993459,0.995872,1.597E+11
5/12/2022,0.995879,0.997736,0.948486,0.997609,1.41053E+11
5/13/2022,0.997527,0.999193,0.996945,0.998239,87009885196
5/14/2022,0.998242,0.998971,0.997791,0.99878,60781876668
5/15/2022,0.99878,0.999077,0.998492,0.999069,53979914930
5/16/2022,0.999084,0.999153,0.998659,0.998779,62504490441
5/17/2022,0.998772,0.999107,0.99865,0.998909,55745978864
5/18/2022,0.998902,0.99915,0.998542,0.998802,56067250693
5/19/2022,0.998786,0.999122,0.99855,0.998971,59651836770
5/20/2022,0.998956,0.99937,0.9987,0.998818,54960961209
5/21/2022,0.998894,0.999038,0.998599,0.998793,34924240134
5/22/2022,0.998787,0.999121,0.99859,0.999066,40965864100
5/23/2022,0.999065,0.999294,0.998829,0.999088,58585612765
5/24/2022,0.999048,0.999204,0.998847,0.999107,51053417289
5/25/2022,0.999093,0.999185,0.998817,0.998976,50311844127
5/26/2022,0.998967,0.999212,0.998783,0.998907,67771285444
5/27/2022,0.998902,0.999184,0.998787,0.998863,67961870830
5/28/2022,0.999011,0.999189,0.998779,0.999002,37159842905
5/29/2022,0.999008,0.999246,0.998909,0.999178,34572061153
5/30/2022,0.999187,0.999497,0.998958,0.999376,65155466235
5/31/2022,0.999378,0.999493,0.999285,0.999388,62841794272
6/1/2022,0.999381,0.999502,0.998869,0.99926,68866735590
6/2/2022,0.999232,0.999491,0.999104,0.999317,50520845556
6/3/2022,0.999295,0.999491,0.999022,0.99917,43789145735
6/4/2022,0.999174,0.999357,0.999032,0.999313,30834183068
6/5/2022,0.999309,0.999358,0.999194,0.999296,30872185296
6/6/2022,0.999286,0.999537,0.999221,0.999311,51540243030
6/7/2022,0.999298,0.999571,0.999147,0.999414,67008901675
6/8/2022,0.999415,0.999564,0.999199,0.999262,52176620958
6/9/2022,0.999273,0.999499,0.999159,0.999314,42359067750
6/10/2022,0.999352,0.999445,0.999109,0.99918,49685289881
6/11/2022,0.999182,0.999308,0.999009,0.999025,48736816876
6/12/2022,0.999014,0.999149,0.998842,0.99908,59051274983
6/13/2022,0.999069,0.999126,0.997547,0.998594,1.07411E+11
6/14/2022,0.998602,0.999108,0.998555,0.998954,81024425505
6/15/2022,0.998934,0.999023,0.998183,0.998942,89017006423
6/16/2022,0.99892,0.999134,0.998642,0.99893,52400892767
6/17/2022,0.998951,0.999074,0.998681,0.999036,43836219287
6/18/2022,0.999018,0.999045,0.998454,0.998667,61973128141
6/19/2022,0.998656,0.999012,0.99847,0.998969,55603476684
6/20/2022,0.998947,0.999111,0.998629,0.998957,52157987688
6/21/2022,0.998971,0.999206,0.998898,0.999094,50165859626
6/22/2022,0.999093,0.999126,0.998872,0.999095,46130025676
6/23/2022,0.999096,0.999328,0.998898,0.99928,43198538082
6/24/2022,0.999259,0.999504,0.999137,0.999325,46919267632
6/25/2022,0.999336,0.999611,0.999273,0.999548,36390241725
6/26/2022,0.999551,0.999595,0.999374,0.999398,37228683270
6/27/2022,0.999458,0.999599,0.998984,0.999092,39296953700
6/28/2022,0.999104,0.999134,0.998782,0.998832,40773930242
6/29/2022,0.998844,0.999058,0.998519,0.998884,44380636377
6/30/2022,0.998888,0.999093,0.998762,0.998819,45578518327
7/1/2022,0.99886,0.999137,0.998705,0.998867,49683415220
7/2/2022,0.998855,0.999119,0.998827,0.99896,31666712588
7/3/2022,0.998953,0.999128,0.998891,0.999078,27890770459
7/4/2022,0.999071,0.999223,0.998991,0.999109,37816157114
7/5/2022,0.999118,0.999248,0.998936,0.999092,46794873591
7/6/2022,0.999095,0.999221,0.99896,0.999098,41932894214
7/7/2022,0.999089,0.999506,0.999019,0.999446,41395542117
7/8/2022,0.999411,0.999576,0.999285,0.999418,64720676603
7/9/2022,0.999422,0.999572,0.999333,0.999538,38957001478
7/10/2022,0.999539,0.999629,0.999396,0.999465,40170710077
7/11/2022,0.999456,0.999576,0.999128,0.999225,38726869251
7/12/2022,0.999225,0.99938,0.999118,0.999343,40368791506
7/13/2022,0.999342,0.999429,0.999157,0.999384,51757860849
7/14/2022,0.999394,0.99954,0.999302,0.999407,49222660233
7/15/2022,0.999385,0.999744,0.999347,0.999706,45982487607
7/16/2022,0.999701,0.99988,0.999683,0.999774,44126749597
7/17/2022,0.999779,0.999863,0.999677,0.999734,42189248625
7/18/2022,0.999726,0.99997,0.999693,0.999777,70390606911
7/19/2022,0.999785,1.000124,0.999764,1.000092,77160548741
7/20/2022,1.000096,1.000249,1.000002,1.000068,68306872702
7/21/2022,1.000053,1.000138,0.999949,1.00008,55292189306
7/22/2022,1.000082,1.000177,1.000027,1.000052,51645071119
7/23/2022,1.000052,1.000146,0.999984,1.000036,43014917183
7/24/2022,1.000034,1.000118,0.99993,1.000035,41955275140
7/25/2022,1.000038,1.000122,1.000006,1.000062,56307512994
7/26/2022,1.000067,1.000128,0.999996,1.000047,48266723630
7/27/2022,1.000048,1.000328,0.99998,1.000274,60104591185
7/28/2022,1.000288,1.00036,1.000123,1.0002,75754591120
7/29/2022,1.000205,1.000346,1.000169,1.000311,72013108986
7/30/2022,1.00031,1.000352,1.000217,1.000289,57489826931
7/31/2022,1.00028,1.000338,1.0002,1.000328,52267348020
8/1/2022,1.000322,1.000368,1.000125,1.000204,50882756969
8/2/2022,1.00021,1.000319,1.000133,1.000159,54793315279
8/3/2022,1.000148,1.000272,1.000117,1.000204,47717439471
8/4/2022,1.000207,1.000285,1.000053,1.000133,44526180493
8/5/2022,1.000112,1.000159,1.000032,1.000042,49723473321
8/6/2022,1.000038,1.000165,1.000038,1.000125,32961917502
8/7/2022,1.000128,1.000181,1.000068,1.000144,29901528651
8/8/2022,1.000159,1.000227,1.000097,1.000177,50243147547
8/9/2022,1.000169,1.000244,1.000118,1.000209,46070684571
8/10/2022,1.000205,1.000562,1.000151,1.000253,60085173824
8/11/2022,1.000251,1.000504,1.000243,1.000406,64445391375
8/12/2022,1.000401,1.000473,1.000245,1.000336,46783370955
8/13/2022,1.000342,1.000574,1.00025,1.000376,41593883061
8/14/2022,1.000367,1.000401,1.000226,1.000271,43866838979
8/15/2022,1.00026,1.000354,1.000125,1.000174,57703388667
8/16/2022,1.000169,1.000325,1.000045,1.000115,46945222159
8/17/2022,1.000125,1.000132,0.999997,1.000073,53355167557
8/18/2022,1.000072,1.000119,0.999935,0.999999,43149679443
8/19/2022,0.999991,1.000175,0.999946,1.00006,64302127382
8/20/2022,1.000053,1.000133,0.999973,0.999974,64302127382
8/21/2022,0.999974,1.000161,0.999942,0.999994,45699064002
8/22/2022,0.999999,1.000114,0.999891,0.999984,51710064329
8/23/2022,0.999983,1.00005,0.999886,0.999992,52978066914
8/24/2022,0.999992,1.000105,0.999955,1.000039,48708536003
8/25/2022,1.000034,1.00013,0.999959,1.00008,45854093190
8/26/2022,1.000078,1.000139,0.999973,1.000043,62406193046
8/27/2022,1.000056,1.00014,0.999971,1.000019,43316381517
8/28/2022,1.000015,1.000087,0.999965,1.000028,34337927087
8/29/2022,1.000051,1.000091,0.999968,1.000032,45837060552
8/30/2022,1.000039,1.000234,0.999977,1.000081,50170084207
8/31/2022,1.00009,1.000163,0.999974,1.000016,48405934722
9/1/2022,1.000014,1.000117,0.999968,1.00001,44702355872
9/2/2022,0.999996,1.00012,0.999948,1.000089,44468235183
9/3/2022,1.000089,1.00012,1.000034,1.000074,30873646175
9/4/2022,1.000076,1.000101,0.999975,1.000061,31495577330
9/5/2022,1.000062,1.000092,0.999966,1.000038,39598045837
9/6/2022,1.000027,1.000093,0.999967,1.000049,64015343588
9/7/2022,1.000011,1.000178,0.999987,1.000109,52755357561
9/8/2022,1.000097,1.000173,1.000014,1.000102,49640976411
9/9/2022,1.000096,1.000303,1.000055,1.000235,70683518131
9/10/2022,1.000235,1.00042,1.000167,1.000281,53524443076
9/11/2022,1.000279,1.000343,1.000222,1.000276,47160062304
9/12/2022,1.000281,1.000323,1.000098,1.000204,66834639114
9/13/2022,1.000161,1.00034,0.999992,1.000025,71413926112
9/14/2022,1.000038,1.000213,0.999974,1.000142,55170613417
9/15/2022,1.000138,1.000275,0.999939,1.000003,60606622307
9/16/2022,1.000002,1.000095,0.999891,0.999981,46290851147
9/17/2022,0.999982,1.000137,0.999945,1.000098,34904822689
9/18/2022,1.000096,1.000145,0.999949,1.000023,46056427438
9/19/2022,1.000008,1.000175,0.999945,1.000106,56769197831
9/20/2022,1.000104,1.000194,1.000037,1.00006,50515394641
9/21/2022,1.000055,1.000194,1.000033,1.000086,63560607050
9/22/2022,1.000106,1.000172,0.999971,0.999984,54330130153
9/23/2022,0.999994,1.000048,0.999946,0.999981,58265731392
9/24/2022,0.999982,1.000102,0.999955,1.00005,39015165939
9/25/2022,1.000053,1.000137,1.000024,1.000055,35041309688
9/26/2022,1.000047,1.000157,0.99995,0.99999,57810071895
9/27/2022,0.999984,1.000096,0.999951,0.99998,71681603882
9/28/2022,0.999978,1.000052,0.999911,0.999976,65738293663
9/29/2022,0.999997,1.000097,0.999928,1.000079,52649004466
9/30/2022,1.000076,1.000165,1.000009,1.000049,55223655589
10/1/2022,1.000062,1.000107,0.999956,1.000043,27312920843
10/2/2022,1.000045,1.000106,0.999948,1.00006,30109417396
10/3/2022,1.000056,1.000158,0.999984,1.000089,40191505534
10/4/2022,1.000091,1.000256,1.000065,1.000251,44505643606
10/5/2022,1.00025,1.000305,1.000052,1.000109,41883470473
10/6/2022,1.000105,1.000224,1.000088,1.000143,43958843047
10/7/2022,1.000127,1.000212,1.000058,1.000122,38019451874
10/8/2022,1.000125,1.00019,1.000044,1.000083,23441883205
10/9/2022,1.000078,1.000182,1.000064,1.000158,22977760897
10/10/2022,1.000159,1.000189,0.99994,1.000018,37843287016
10/11/2022,1.000009,1.000065,0.999889,0.999901,38468219592
10/12/2022,0.999921,1.000044,0.999862,0.999992,33048616462
10/13/2022,0.999983,1.000136,0.999932,1.000079,60450860335
10/14/2022,1.000083,1.000153,1.000016,1.000074,48926387475
10/15/2022,1.000073,1.000159,1.000017,1.000087,25527432092
10/16/2022,1.000084,1.000149,1.000029,1.000057,27428821905
10/17/2022,1.00006,1.000148,1.000012,1.000069,36706571573
10/18/2022,1.000068,1.000198,1.000037,1.000106,39012357142
10/19/2022,1.000105,1.00021,1.000036,1.00006,32767030077
10/20/2022,1.000068,1.000159,0.999964,0.999994,32981854458
10/21/2022,1,1.000141,0.999928,1.000123,41430999058
10/22/2022,1.000124,1.000196,1.000017,1.000085,24133042918
10/23/2022,1.000061,1.000203,1.000024,1.000077,31629519444
10/24/2022,1.00007,1.000175,1.000041,1.000057,40494105063
10/25/2022,1.000046,1.000255,1.000015,1.000208,64740988487
10/26/2022,1.0002,1.000277,1.000119,1.000199,78294376043
10/27/2022,1.000204,1.000263,1.000056,1.000092,68447928073
10/28/2022,1.000097,1.000225,1.000053,1.000146,61718295435
10/29/2022,1.000141,1.000346,1.000122,1.000226,67603092351
10/30/2022,1.000226,1.000346,1.00017,1.000179,52873524542
10/31/2022,1.000185,1.000252,0.999919,0.999947,67168423338
11/1/2022,0.999956,0.999985,0.999774,0.999924,56795449219
11/2/2022,0.999918,1.000079,0.999865,0.999996,76399032768
11/3/2022,0.999979,1.000048,0.999944,1.000007,61590549857
11/4/2022,1.000007,1.000119,0.999959,1.000076,88078834184
11/5/2022,1.000075,1.00018,1.00004,1.000119,57121137337
11/6/2022,1.000121,1.000164,0.999994,1.00009,51095877870
11/7/2022,1.000101,1.000165,1.000039,1.000094,72598608064
11/8/2022,1.000094,1.000515,1.000014,1.000032,1.62735E+11
11/9/2022,1.000043,1.000043,0.998526,0.9986,1.43975E+11
11/10/2022,0.998634,0.998975,0.981525,0.997835,1.14807E+11
11/11/2022,0.997814,0.998569,0.996885,0.998218,74933538836
11/12/2022,0.998198,0.998823,0.997773,0.998616,40298138489
11/13/2022,0.998617,0.999066,0.998463,0.998755,40189889540
11/14/2022,0.99875,0.999134,0.998576,0.999013,65634612428
11/15/2022,0.999021,0.999243,0.998756,0.99913,47859299075
11/16/2022,0.999136,0.999406,0.998988,0.999229,45661177296
11/17/2022,0.999231,0.999645,0.999203,0.999402,37744442250
11/18/2022,0.999396,0.999468,0.99908,0.999163,34879098921
11/19/2022,0.999175,0.999292,0.999046,0.999102,23288439137
11/20/2022,0.999087,0.999207,0.99877,0.998982,33834889406
11/21/2022,0.998995,0.999169,0.998646,0.999089,54558293762
11/22/2022,0.999081,0.999309,0.998874,0.999157,44056204568
11/23/2022,0.999166,0.999235,0.998954,0.999194,45720458651
11/24/2022,0.999191,0.999507,0.999123,0.999421,36841695607
11/25/2022,0.999417,0.99959,0.999404,0.999578,25728613650
11/26/2022,0.999577,0.999626,0.999507,0.999574,25190862393
11/27/2022,0.999568,0.999654,0.999503,0.999604,27588594951
11/28/2022,0.9996,0.999773,0.999593,0.999662,37268352299
11/29/2022,0.999662,0.999779,0.999606,0.999744,31450915067
11/30/2022,0.999733,1.000053,0.999651,1.000015,37405224166
12/1/2022,1.000029,1.000094,0.999956,1.000044,29913541569
12/2/2022,1.000042,1.00014,1.000017,1.000065,26380777290
12/3/2022,1.000055,1.000105,1.000028,1.000061,20609261957
12/4/2022,1.000061,1.000169,1.00002,1.00012,21649754992
12/5/2022,1.000125,1.000205,1.00004,1.000054,28743587598
12/6/2022,1.000076,1.000151,1.000036,1.000077,25563996757
12/7/2022,1.000065,1.000122,0.999981,1.000002,25829885797
12/8/2022,1.000016,1.000134,0.999982,1.000127,25868764140
12/9/2022,1.000121,1.000157,1.000038,1.000057,25000886944
12/10/2022,1.000061,1.000088,1.000025,1.000046,16256414916
12/11/2022,1.000033,1.000103,1.000033,1.000078,17036610394
12/12/2022,1.000085,1.000212,1.000024,1.000107,25872687355
12/13/2022,1.000111,1.000573,0.999972,1.000017,37452330494
12/14/2022,1.000028,1.000132,0.999964,1.000105,31427740393
12/15/2022,1.000109,1.000186,1.000039,1.000078,24979746073
12/16/2022,1.000077,1.00018,1.000023,1.000157,31897990627
12/17/2022,1.000129,1.000296,1.000073,1.000161,21306704152
12/18/2022,1.000134,1.00022,1.000075,1.000155,14422416298
12/19/2022,1.000149,1.000207,1.000048,1.00008,21820408554
12/20/2022,1.000072,1.000199,1.000052,1.000111,26224288350
12/21/2022,1.000094,1.000191,1.000037,1.000077,18469483242
12/22/2022,1.000079,1.000122,0.999972,1.000011,20067291688
12/23/2022,1.000002,1.000069,0.999936,0.999981,18370924559
12/24/2022,0.999981,1.000061,0.999955,0.999992,11647419533
12/25/2022,0.999989,1.000053,0.999893,0.999943,14856104217
12/26/2022,0.999934,1.00002,0.999894,0.999995,14986560291
12/27/2022,0.999964,1.000019,0.999828,0.99985,18554435182
12/28/2022,0.999855,0.999921,0.999652,0.999686,21161758512
12/29/2022,0.999679,0.999838,0.999599,0.999735,18567214596
12/30/2022,0.999731,0.999775,0.99963,0.999659,19162959224
12/31/2022,0.999669,0.999779,0.999653,0.999674,13466542553
1/1/2023,0.99968,0.999761,0.999567,0.999692,11344984018
1/2/2023,0.999688,0.999844,0.999621,0.999771,16348780894
1/3/2023,0.999783,0.999896,0.999722,0.999759,18233713873
1/4/2023,0.999751,0.999869,0.999721,0.999763,24715975399
1/5/2023,0.999754,0.999905,0.999694,0.999697,19334292777
1/6/2023,0.99971,0.999846,0.999626,0.999738,20350836697
1/7/2023,0.999732,0.999907,0.999697,0.999896,11626878301
1/8/2023,0.999895,1.000019,0.999844,0.999957,14853747515
1/9/2023,0.999945,1.000069,0.9999,0.999999,31331363115
1/10/2023,0.999997,1.00014,0.999921,1.0001,23843949758
1/11/2023,1.000094,1.000161,0.999967,1.000019,25576360686
1/12/2023,1.000061,1.00015,0.999965,1.000092,41556485542
1/13/2023,1.000121,1.000219,1.000043,1.000214,35704375577
1/14/2023,1.000207,1.000403,1.000119,1.000157,53708266585
1/15/2023,1.000144,1.000503,1.000114,1.000374,30028224816
1/16/2023,1.000348,1.000452,1.00009,1.000126,35957366329
1/17/2023,1.00013,1.000283,1.000061,1.000103,32250868598
1/18/2023,1.000106,1.000297,0.999972,0.99999,40496222408
1/19/2023,0.99999,1.000095,0.999947,1.000023,25966707878
1/20/2023,1.000006,1.000243,0.999974,1.000179,33794858528
1/21/2023,1.000183,1.000409,1.000128,1.000217,40470629184
1/22/2023,1.000149,1.000266,1.000145,1.000206,33528289280
